Realization,utility,infra.,period,UniqueCount
Path 126 {3},3,20,25's - 29's,93
Path 126 {3},3,9,40's - 44's,39
Path 126 {4},3,20,20's - 24's,91
Path 126 {4},3,9,25's - 29's,102
Path 126 {4},3,12,30's - 34's,88
Path 126 {5},3,20,15's - 19's,315
Path 126 {6},3,20,35's - 39's,21
Path 126 {17},3,12,45's - 49's,10
Path 126 {22},3,20,30's - 34's,65
Path 126 {24},3,9,35's - 39's,24
Path 126 {29},3,20,45's - 49's,4
Path 126 {40},3,9,20's - 24's,45
Path 126 {53},3,12,35's - 39's,11
Path 126 {57},3,12,25's - 29's,24
Path 126 {62},3,12,40's - 44's,20
Path 126 {65},3,20,40's - 44's,23
Path 126 {96},3,9,45's - 49's,15
Path 127 {4},3,20,25's - 29's,75
Path 127 {4},3,12,35's - 39's,13
Path 127 {4},3,9,40's - 44's,8
Path 127 {8},3,20,30's - 34's,65
Path 127 {10},3,20,40's - 44's,36
Path 127 {24},3,20,35's - 39's,43
Path 127 {40},3,12,40's - 44's,23
Path 127 {87},3,9,45's - 49's,4
Path 127 {122},3,12,45's - 49's,6
Path 127 {136},3,20,20's - 24's,19
Path 127 {136},3,12,25's - 29's,3
Path 127 {136},3,9,30's - 34's,2
Path 127 {139},3,12,30's - 34's,29
Path 127 {139},3,9,35's - 39's,9
Path 127 {256},3,20,45's - 49's,4
Path 128 {0},3,20,10's - 14's,22
Path 128 {0},3,12,25's - 29's,134
Path 128 {0},3,9,30's - 34's,133
Path 128 {2},3,20,15's - 19's,343
Path 128 {3},3,20,25's - 29's,108
Path 128 {3},3,12,35's - 39's,49
Path 128 {3},3,9,40's - 44's,50
Path 128 {6},3,12,40's - 44's,57
Path 128 {7},3,20,20's - 24's,106
Path 128 {7},3,12,30's - 34's,105
Path 128 {16},3,9,35's - 39's,74
Path 128 {18},3,9,45's - 49's,18
Path 128 {29},3,20,30's - 34's,55
Path 128 {37},3,20,35's - 39's,30
Path 128 {74},3,20,40's - 44's,42
Path 128 {119},3,12,45's - 49's,15
Path 128 {139},3,12,20's - 24's,30
Path 128 {139},3,9,25's - 29's,30
Path 128 {235},3,20,45's - 49's,6
Path 129 {0},3,20,20's - 24's,128
Path 129 {3},3,9,35's - 39's,73
Path 129 {4},3,9,20's - 24's,24
Path 129 {4},3,20,30's - 34's,25
Path 129 {4},3,12,40's - 44's,12
Path 129 {6},3,9,40's - 44's,44
Path 129 {7},3,9,30's - 34's,70
Path 129 {8},3,9,25's - 29's,80
Path 129 {20},3,20,40's - 44's,23
Path 129 {21},3,20,15's - 19's,47
Path 129 {28},3,20,35's - 39's,18
Path 129 {87},3,12,45's - 49's,7
Path 129 {134},3,9,45's - 49's,2
Path 129 {136},3,12,30's - 34's,7
Path 129 {139},3,12,35's - 39's,18
Path 130 {0},3,20,15's - 19's,241
Path 130 {0},3,9,30's - 34's,78
Path 130 {3},3,20,35's - 39's,46
Path 130 {4},3,20,20's - 24's,103
Path 130 {4},3,9,25's - 29's,87
Path 130 {4},3,12,35's - 39's,47
Path 130 {6},3,20,30's - 34's,109
Path 130 {16},3,9,35's - 39's,52
Path 130 {17},3,9,40's - 44's,35
Path 130 {20},3,12,45's - 49's,4
Path 130 {22},3,20,45's - 49's,7
Path 130 {26},3,20,25's - 29's,72
Path 130 {29},3,20,40's - 44's,36
Path 130 {40},3,12,30's - 34's,59
Path 130 {49},3,12,40's - 44's,14
Path 130 {196},3,9,20's - 24's,10
Path 130 {442},3,9,45's - 49's,7
Path 131 {4},3,20,25's - 29's,70
Path 131 {4},3,9,35's - 39's,10
Path 131 {8},3,20,30's - 34's,69
Path 131 {10},3,20,45's - 49's,10
Path 131 {17},3,20,40's - 44's,32
Path 131 {24},3,20,35's - 39's,23
Path 131 {40},3,9,40's - 44's,23
Path 131 {122},3,9,45's - 49's,8
Path 131 {136},3,20,20's - 24's,27
Path 131 {136},3,9,25's - 29's,3
Path 131 {139},3,9,30's - 34's,24
Path 131 {139},3,12,40's - 44's,4
Path 131 {206},3,12,35's - 39's,3
Path 131 {565},3,12,45's - 49's,1
Path 132 {0},3,20,10's - 14's,85
Path 132 {0},3,9,25's - 29's,202
Path 132 {0},3,12,35's - 39's,45
Path 132 {3},3,20,25's - 29's,90
Path 132 {3},3,9,30's - 34's,115
Path 132 {3},3,12,40's - 44's,56
Path 132 {4},3,12,30's - 34's,156
Path 132 {5},3,20,15's - 19's,376
Path 132 {6},3,9,35's - 39's,68
Path 132 {6},3,12,45's - 49's,19
Path 132 {8},3,9,20's - 24's,74
Path 132 {8},3,12,25's - 29's,55
Path 132 {19},3,20,45's - 49's,11
Path 132 {21},3,9,40's - 44's,48
Path 132 {22},3,20,20's - 24's,118
Path 132 {29},3,9,45's - 49's,17
Path 132 {30},3,20,30's - 34's,78
Path 132 {51},3,20,40's - 44's,23
Path 132 {73},3,20,35's - 39's,33
Path 133 {0},3,12,35's - 39's,31
Path 133 {0},3,9,40's - 44's,36
Path 133 {1},3,20,20's - 24's,227
Path 133 {3},3,20,30's - 34's,107
Path 133 {3},3,12,45's - 49's,19
Path 133 {4},3,20,25's - 29's,121
Path 133 {4},3,12,30's - 34's,106
Path 133 {4},3,9,35's - 39's,75
Path 133 {6},3,20,35's - 39's,60
Path 133 {14},3,20,15's - 19's,25
Path 133 {18},3,12,40's - 44's,40
Path 133 {29},3,20,40's - 44's,45
Path 133 {34},3,9,45's - 49's,6
Path 133 {40},3,12,25's - 29's,84
Path 133 {40},3,9,30's - 34's,84
Path 133 {82},3,20,45's - 49's,6
Path 133 {396},3,12,20's - 24's,5
Path 133 {396},3,9,25's - 29's,5
Path 134 {4},3,20,25's - 29's,68
Path 134 {4},3,9,35's - 39's,10
Path 134 {8},3,20,30's - 34's,69
Path 134 {10},3,20,45's - 49's,13
Path 134 {17},3,20,40's - 44's,32
Path 134 {24},3,20,35's - 39's,24
Path 134 {40},3,9,40's - 44's,25
Path 134 {122},3,9,45's - 49's,7
Path 134 {136},3,20,20's - 24's,25
Path 134 {136},3,9,25's - 29's,3
Path 134 {139},3,9,30's - 34's,22
Path 134 {139},3,12,40's - 44's,5
Path 134 {206},3,12,35's - 39's,3
Path 134 {565},3,12,45's - 49's,1
Path 135 {0},3,20,15's - 19's,54
Path 135 {3},3,20,30's - 34's,104
Path 135 {4},3,20,20's - 24's,133
Path 135 {4},3,9,30's - 34's,57
Path 135 {4},3,12,35's - 39's,15
Path 135 {6},3,20,40's - 44's,37
Path 135 {8},3,9,35's - 39's,44
Path 135 {15},3,20,25's - 29's,78
Path 135 {30},3,20,45's - 49's,18
Path 135 {32},3,20,35's - 39's,35
Path 135 {136},3,9,25's - 29's,28
Path 135 {136},3,12,30's - 34's,24
Path 135 {149},3,9,40's - 44's,16
Path 135 {243},3,12,40's - 44's,18
Path 135 {250},3,12,45's - 49's,3
Path 135 {492},3,9,45's - 49's,7
Path 136 {0},3,20,10's - 14's,13
Path 136 {0},3,9,30's - 34's,87
Path 136 {3},3,20,30's - 34's,84
Path 136 {3},3,9,40's - 44's,41
Path 136 {4},3,20,20's - 24's,105
Path 136 {4},3,9,25's - 29's,108
Path 136 {4},3,12,30's - 34's,83
Path 136 {5},3,20,15's - 19's,275
Path 136 {6},3,20,35's - 39's,38
Path 136 {7},3,20,25's - 29's,80
Path 136 {28},3,12,35's - 39's,33
Path 136 {29},3,20,40's - 44's,19
Path 136 {35},3,9,35's - 39's,23
Path 136 {57},3,9,20's - 24's,35
Path 136 {57},3,12,25's - 29's,13
Path 136 {82},3,20,45's - 49's,4
Path 136 {147},3,9,45's - 49's,9
Path 136 {175},3,12,40's - 44's,10
Path 136 {189},3,12,45's - 49's,3
Path 137 {0},3,20,15's - 19's,295
Path 137 {0},3,9,30's - 34's,76
Path 137 {3},3,20,30's - 34's,103
Path 137 {3},3,9,45's - 49's,9
Path 137 {4},3,20,20's - 24's,98
Path 137 {4},3,9,25's - 29's,96
Path 137 {4},3,12,30's - 34's,64
Path 137 {6},3,20,25's - 29's,87
Path 137 {8},3,12,35's - 39's,52
Path 137 {10},3,9,40's - 44's,59
Path 137 {16},3,9,35's - 39's,58
Path 137 {20},3,12,40's - 44's,27
Path 137 {29},3,20,35's - 39's,36
Path 137 {37},3,20,40's - 44's,40
Path 137 {173},3,20,45's - 49's,8
Path 137 {333},3,12,45's - 49's,6
Path 137 {368},3,9,20's - 24's,14
Path 138 {0},3,20,15's - 19's,16
Path 138 {4},3,20,25's - 29's,79
Path 138 {4},3,9,35's - 39's,25
Path 138 {4},3,12,40's - 44's,4
Path 138 {10},3,20,40's - 44's,40
Path 138 {14},3,20,30's - 34's,76
Path 138 {16},3,20,35's - 39's,25
Path 138 {27},3,20,45's - 49's,12
Path 138 {40},3,9,40's - 44's,20
Path 138 {57},3,20,20's - 24's,45
Path 138 {122},3,9,45's - 49's,8
Path 138 {136},3,9,25's - 29's,4
Path 138 {136},3,12,35's - 39's,9
Path 138 {139},3,9,30's - 34's,22
Path 138 {286},3,12,45's - 49's,6
Path 139 {4},3,12,30's - 34's,21
Path 139 {4},3,9,40's - 44's,14
Path 139 {40},3,12,35's - 39's,16
Path 139 {138},3,12,40's - 44's,19
Path 139 {139},3,9,35's - 39's,9
Path 139 {139},3,20,40's - 44's,2
Path 139 {206},3,12,25's - 29's,6
Path 139 {206},3,9,30's - 34's,3
Path 139 {206},3,20,35's - 39's,1
Path 139 {250},3,12,45's - 49's,3
Path 139 {272},3,20,45's - 49's,1
Path 140 {0},3,20,10's - 14's,24
Path 140 {0},3,9,30's - 34's,115
Path 140 {0},3,12,35's - 39's,73
Path 140 {2},3,20,20's - 24's,130
Path 140 {3},3,20,25's - 29's,114
Path 140 {3},3,9,35's - 39's,70
Path 140 {4},3,20,15's - 19's,275
Path 140 {4},3,9,20's - 24's,24
Path 140 {4},3,12,30's - 34's,102
Path 140 {6},3,9,40's - 44's,45
Path 140 {17},3,12,40's - 44's,25
Path 140 {22},3,20,30's - 34's,74
Path 140 {28},3,9,25's - 29's,131
Path 140 {29},3,20,35's - 39's,36
Path 140 {34},3,12,45's - 49's,10
Path 140 {82},3,20,40's - 44's,29
Path 140 {86},3,20,45's - 49's,4
Path 140 {176},3,9,45's - 49's,8
Path 141 {0},3,20,20's - 24's,137
Path 141 {3},3,9,35's - 39's,36
Path 141 {4},3,9,20's - 24's,37
Path 141 {4},3,12,40's - 44's,17
Path 141 {6},3,9,40's - 44's,43
Path 141 {7},3,9,25's - 29's,80
Path 141 {8},3,20,30's - 34's,23
Path 141 {14},3,20,15's - 19's,46
Path 141 {20},3,9,30's - 34's,93
Path 141 {20},3,20,40's - 44's,23
Path 141 {53},3,20,35's - 39's,15
Path 141 {53},3,12,45's - 49's,9
Path 141 {84},3,9,45's - 49's,18
Path 141 {136},3,12,30's - 34's,21
Path 141 {424},3,12,35's - 39's,4
Path 142 {0},3,20,15's - 19's,34
Path 142 {1},3,20,20's - 24's,176
Path 142 {3},3,20,30's - 34's,98
Path 142 {4},3,9,30's - 34's,63
Path 142 {4},3,12,35's - 39's,11
Path 142 {6},3,20,40's - 44's,33
Path 142 {8},3,20,25's - 29's,89
Path 142 {17},3,9,45's - 49's,12
Path 142 {26},3,20,35's - 39's,29
Path 142 {40},3,9,25's - 29's,60
Path 142 {40},3,12,40's - 44's,22
Path 142 {53},3,9,35's - 39's,11
Path 142 {62},3,9,40's - 44's,27
Path 142 {84},3,20,45's - 49's,6
Path 142 {87},3,12,30's - 34's,34
Path 142 {155},3,12,45's - 49's,5
Path 142 {396},3,9,20's - 24's,3
Path 142 {396},3,12,25's - 29's,2
Path 143 {0},3,9,25's - 29's,135
Path 143 {0},3,12,35's - 39's,52
Path 143 {2},3,20,20's - 24's,154
Path 143 {3},3,20,25's - 29's,119
Path 143 {3},3,9,30's - 34's,107
Path 143 {4},3,20,15's - 19's,269
Path 143 {4},3,9,20's - 24's,77
Path 143 {4},3,12,30's - 34's,119
Path 143 {6},3,9,40's - 44's,36
Path 143 {10},3,9,35's - 39's,58
Path 143 {17},3,12,40's - 44's,23
Path 143 {22},3,20,30's - 34's,67
Path 143 {34},3,12,45's - 49's,9
Path 143 {37},3,20,40's - 44's,30
Path 143 {57},3,12,25's - 29's,15
Path 143 {74},3,20,35's - 39's,39
Path 143 {79},3,9,45's - 49's,6
Path 143 {86},3,20,45's - 49's,4
Path 143 {124},3,20,10's - 14's,10
Path 144 {0},3,20,10's - 14's,20
Path 144 {0},3,12,25's - 29's,109
Path 144 {0},3,9,35's - 39's,64
Path 144 {3},3,20,30's - 34's,67
Path 144 {3},3,12,40's - 44's,40
Path 144 {4},3,20,20's - 24's,110
Path 144 {4},3,9,30's - 34's,108
Path 144 {5},3,20,15's - 19's,252
Path 144 {6},3,20,25's - 29's,138
Path 144 {8},3,12,30's - 34's,107
Path 144 {17},3,12,35's - 39's,39
Path 144 {17},3,9,40's - 44's,39
Path 144 {29},3,20,35's - 39's,33
Path 144 {37},3,20,40's - 44's,29
Path 144 {40},3,12,20's - 24's,39
Path 144 {40},3,9,25's - 29's,22
Path 144 {81},3,20,45's - 49's,10
Path 144 {119},3,12,45's - 49's,12
Path 144 {256},3,9,45's - 49's,5
Path 145 {0},3,20,10's - 14's,45
Path 145 {4},3,20,20's - 24's,82
Path 145 {4},3,9,30's - 34's,75
Path 145 {4},3,12,35's - 39's,31
Path 145 {5},3,20,15's - 19's,237
Path 145 {6},3,20,35's - 39's,34
Path 145 {7},3,20,25's - 29's,50
Path 145 {10},3,9,45's - 49's,15
Path 145 {17},3,9,40's - 44's,31
Path 145 {40},3,9,25's - 29's,44
Path 145 {57},3,12,30's - 34's,31
Path 145 {59},3,9,35's - 39's,17
Path 145 {65},3,20,40's - 44's,21
Path 145 {69},3,20,30's - 34's,48
Path 145 {82},3,20,45's - 49's,2
Path 145 {87},3,9,20's - 24's,36
Path 145 {106},3,12,40's - 44's,22
Path 145 {122},3,12,45's - 49's,6
Path 145 {136},3,12,25's - 29's,16
Path 146 {0},3,9,25's - 29's,250
Path 146 {0},3,12,45's - 49's,16
Path 146 {2},3,20,20's - 24's,140
Path 146 {3},3,20,30's - 34's,53
Path 146 {4},3,20,15's - 19's,295
Path 146 {4},3,9,20's - 24's,123
Path 146 {4},3,12,25's - 29's,66
Path 146 {6},3,9,40's - 44's,43
Path 146 {7},3,20,25's - 29's,5
Path 146 {8},3,12,30's - 34's,107
Path 146 {10},3,9,35's - 39's,81
Path 146 {17},3,12,40's - 44's,29
Path 146 {23},3,9,30's - 34's,109
Path 146 {24},3,12,35's - 39's,23
Path 146 {47},3,20,35's - 39's,34
Path 146 {65},3,20,40's - 44's,18
Path 146 {102},3,9,45's - 49's,8
Path 146 {381},3,20,45's - 49's,5
Path 146 {753},3,20,10's - 14's,1
Path 147 {0},3,20,20's - 24's,137
Path 147 {3},3,20,35's - 39's,48
Path 147 {4},3,12,25's - 29's,57
Path 147 {4},3,9,35's - 39's,33
Path 147 {6},3,20,40's - 44's,36
Path 147 {7},3,20,25's - 29's,63
Path 147 {8},3,12,30's - 34's,46
Path 147 {10},3,20,15's - 19's,34
Path 147 {20},3,20,30's - 34's,94
Path 147 {41},3,12,45's - 49's,7
Path 147 {53},3,12,35's - 39's,16
Path 147 {53},3,9,40's - 44's,15
Path 147 {62},3,12,40's - 44's,23
Path 147 {87},3,9,30's - 34's,43
Path 147 {136},3,12,20's - 24's,3
Path 147 {136},3,9,25's - 29's,1
Path 147 {189},3,9,45's - 49's,2
Path 147 {367},3,20,45's - 49's,4
Path 149 {0},3,20,10's - 14's,114
Path 149 {0},3,9,20's - 24's,42
Path 149 {0},3,12,30's - 34's,234
Path 149 {3},3,9,35's - 39's,105
Path 149 {3},3,12,40's - 44's,78
Path 149 {5},3,20,15's - 19's,364
Path 149 {5},3,9,40's - 44's,65
Path 149 {7},3,20,25's - 29's,77
Path 149 {7},3,9,30's - 34's,117
Path 149 {8},3,9,25's - 29's,237
Path 149 {10},3,12,35's - 39's,109
Path 149 {12},3,20,40's - 44's,43
Path 149 {13},3,20,30's - 34's,68
Path 149 {22},3,20,20's - 24's,71
Path 149 {22},3,9,45's - 49's,18
Path 149 {52},3,20,45's - 49's,7
Path 149 {117},3,20,35's - 39's,32
Path 149 {119},3,12,45's - 49's,19
Path 150 {0},3,20,10's - 14's,12
Path 150 {0},3,12,40's - 44's,35
Path 150 {3},3,20,30's - 34's,85
Path 150 {4},3,20,20's - 24's,120
Path 150 {4},3,12,25's - 29's,97
Path 150 {4},3,9,30's - 34's,89
Path 150 {5},3,20,15's - 19's,266
Path 150 {6},3,20,35's - 39's,27
Path 150 {8},3,9,35's - 39's,64
Path 150 {10},3,12,45's - 49's,9
Path 150 {16},3,12,30's - 34's,83
Path 150 {20},3,12,35's - 39's,41
Path 150 {20},3,9,40's - 44's,36
Path 150 {26},3,20,25's - 29's,71
Path 150 {29},3,20,40's - 44's,23
Path 150 {57},3,12,20's - 24's,15
Path 150 {81},3,20,45's - 49's,10
Path 150 {193},3,9,45's - 49's,4
Path 151 {0},3,20,10's - 14's,17
Path 151 {0},3,9,40's - 44's,44
Path 151 {3},3,20,30's - 34's,84
Path 151 {3},3,9,35's - 39's,20
Path 151 {4},3,20,20's - 24's,107
Path 151 {4},3,9,25's - 29's,113
Path 151 {4},3,12,30's - 34's,100
Path 151 {5},3,20,15's - 19's,268
Path 151 {7},3,20,25's - 29's,101
Path 151 {7},3,9,30's - 34's,106
Path 151 {8},3,12,35's - 39's,20
Path 151 {20},3,12,40's - 44's,17
Path 151 {29},3,20,40's - 44's,28
Path 151 {33},3,20,35's - 39's,27
Path 151 {40},3,9,20's - 24's,39
Path 151 {41},3,12,45's - 49's,4
Path 151 {82},3,20,45's - 49's,3
Path 151 {139},3,12,25's - 29's,22
Path 151 {442},3,9,45's - 49's,11
Path 152 {0},3,20,10's - 14's,38
Path 152 {0},3,9,40's - 44's,35
Path 152 {3},3,20,30's - 34's,92
Path 152 {3},3,9,35's - 39's,32
Path 152 {4},3,20,20's - 24's,107
Path 152 {4},3,9,25's - 29's,118
Path 152 {4},3,12,30's - 34's,98
Path 152 {5},3,20,15's - 19's,270
Path 152 {7},3,9,30's - 34's,100
Path 152 {8},3,20,25's - 29's,82
Path 152 {8},3,12,35's - 39's,16
Path 152 {17},3,12,45's - 49's,8
Path 152 {20},3,12,40's - 44's,18
Path 152 {29},3,20,40's - 44's,21
Path 152 {40},3,9,20's - 24's,37
Path 152 {40},3,12,25's - 29's,26
Path 152 {84},3,20,35's - 39's,24
Path 152 {267},3,9,45's - 49's,13
Path 152 {277},3,20,45's - 49's,14
Path 153 {0},3,20,10's - 14's,14
Path 153 {0},3,9,40's - 44's,39
Path 153 {3},3,20,25's - 29's,65
Path 153 {4},3,20,20's - 24's,102
Path 153 {4},3,9,25's - 29's,106
Path 153 {4},3,12,30's - 34's,78
Path 153 {5},3,20,15's - 19's,287
Path 153 {7},3,9,30's - 34's,70
Path 153 {17},3,12,45's - 49's,11
Path 153 {22},3,20,30's - 34's,79
Path 153 {29},3,20,45's - 49's,14
Path 153 {41},3,9,35's - 39's,19
Path 153 {53},3,12,35's - 39's,11
Path 153 {57},3,9,20's - 24's,37
Path 153 {57},3,12,25's - 29's,21
Path 153 {65},3,20,40's - 44's,20
Path 153 {79},3,20,35's - 39's,24
Path 153 {96},3,9,45's - 49's,9
Path 153 {107},3,12,40's - 44's,21
Path 154 {0},3,20,15's - 19's,30
Path 154 {3},3,20,40's - 44's,45
Path 154 {4},3,20,25's - 29's,75
Path 154 {4},3,9,35's - 39's,22
Path 154 {7},3,20,30's - 34's,82
Path 154 {35},3,20,35's - 39's,29
Path 154 {40},3,20,20's - 24's,55
Path 154 {40},3,9,40's - 44's,22
Path 154 {96},3,20,45's - 49's,9
Path 154 {122},3,9,45's - 49's,3
Path 154 {136},3,9,25's - 29's,9
Path 154 {136},3,12,35's - 39's,7
Path 154 {139},3,9,30's - 34's,26
Path 154 {196},3,12,40's - 44's,5
Path 154 {413},3,12,30's - 34's,1
Path 155 {1},3,20,20's - 24's,100
Path 155 {3},3,20,30's - 34's,70
Path 155 {4},3,9,25's - 29's,73
Path 155 {4},3,12,35's - 39's,22
Path 155 {5},3,20,15's - 19's,210
Path 155 {6},3,20,35's - 39's,47
Path 155 {7},3,20,25's - 29's,66
Path 155 {10},3,9,45's - 49's,18
Path 155 {20},3,9,40's - 44's,26
Path 155 {28},3,9,30's - 34's,46
Path 155 {53},3,12,40's - 44's,22
Path 155 {57},3,12,30's - 34's,39
Path 155 {62},3,9,35's - 39's,17
Path 155 {79},3,20,40's - 44's,22
Path 155 {196},3,9,20's - 24's,19
Path 155 {196},3,12,25's - 29's,5
Path 155 {377},3,20,45's - 49's,2
Path 155 {691},3,12,45's - 49's,1
Path 156 {0},3,20,10's - 14's,13
Path 156 {0},3,9,40's - 44's,35
Path 156 {3},3,20,25's - 29's,107
Path 156 {4},3,20,15's - 19's,271
Path 156 {4},3,9,20's - 24's,40
Path 156 {4},3,12,30's - 34's,86
Path 156 {5},3,20,20's - 24's,108
Path 156 {6},3,20,35's - 39's,28
Path 156 {7},3,9,30's - 34's,84
Path 156 {8},3,9,25's - 29's,108
Path 156 {18},3,9,35's - 39's,25
Path 156 {22},3,20,30's - 34's,64
Path 156 {28},3,12,35's - 39's,25
Path 156 {29},3,20,40's - 44's,25
Path 156 {66},3,20,45's - 49's,13
Path 156 {96},3,9,45's - 49's,12
Path 156 {155},3,12,40's - 44's,12
Path 156 {156},3,12,45's - 49's,5
Path 156 {272},3,12,25's - 29's,10
Path 157 {0},3,9,40's - 44's,42
Path 157 {3},3,20,25's - 29's,76
Path 157 {4},3,20,20's - 24's,160
Path 157 {4},3,9,25's - 29's,108
Path 157 {4},3,12,30's - 34's,83
Path 157 {6},3,20,35's - 39's,24
Path 157 {10},3,20,15's - 19's,193
Path 157 {10},3,9,45's - 49's,3
Path 157 {20},3,9,35's - 39's,32
Path 157 {26},3,20,30's - 34's,69
Path 157 {28},3,9,30's - 34's,68
Path 157 {31},3,20,40's - 44's,22
Path 157 {53},3,12,35's - 39's,13
Path 157 {57},3,9,20's - 24's,15
Path 157 {57},3,12,25's - 29's,12
Path 157 {62},3,12,45's - 49's,6
Path 157 {66},3,20,45's - 49's,4
Path 157 {107},3,12,40's - 44's,22
Path 157 {466},3,20,10's - 14's,2
Path 158 {0},3,20,15's - 19's,218
Path 158 {3},3,20,30's - 34's,75
Path 158 {4},3,20,20's - 24's,44
Path 158 {4},3,9,30's - 34's,48
Path 158 {4},3,12,35's - 39's,16
Path 158 {6},3,20,35's - 39's,27
Path 158 {7},3,20,25's - 29's,78
Path 158 {20},3,9,40's - 44's,26
Path 158 {28},3,9,35's - 39's,24
Path 158 {40},3,12,40's - 44's,25
Path 158 {65},3,20,40's - 44's,30
Path 158 {79},3,20,45's - 49's,4
Path 158 {87},3,9,25's - 29's,53
Path 158 {122},3,12,45's - 49's,2
Path 158 {136},3,12,30's - 34's,32
Path 158 {396},3,9,20's - 24's,3
Path 158 {413},3,12,25's - 29's,2
Path 158 {523},3,9,45's - 49's,4
Path 158 {599},3,20,10's - 14's,1
Path 159 {4},3,12,35's - 39's,28
Path 159 {4},3,20,40's - 44's,21
Path 159 {40},3,12,40's - 44's,13
Path 159 {122},3,12,45's - 49's,4
Path 159 {136},3,12,30's - 34's,22
Path 159 {136},3,20,35's - 39's,8
Path 159 {206},3,12,25's - 29's,1
Path 159 {206},3,20,30's - 34's,1
Path 159 {206},3,9,35's - 39's,1
Path 159 {412},3,9,40's - 44's,1
Path 159 {424},3,9,45's - 49's,1
Path 159 {742},3,20,45's - 49's,2
Path 160 {0},3,9,30's - 34's,114
Path 160 {0},3,12,40's - 44's,53
Path 160 {3},3,20,25's - 29's,92
Path 160 {3},3,9,35's - 39's,70
Path 160 {4},3,20,15's - 19's,292
Path 160 {4},3,9,25's - 29's,116
Path 160 {4},3,12,30's - 34's,105
Path 160 {6},3,9,40's - 44's,59
Path 160 {7},3,20,20's - 24's,131
Path 160 {10},3,12,45's - 49's,18
Path 160 {21},3,20,10's - 14's,10
Path 160 {24},3,12,35's - 39's,34
Path 160 {29},3,20,30's - 34's,62
Path 160 {37},3,20,35's - 39's,53
Path 160 {57},3,9,20's - 24's,25
Path 160 {57},3,12,25's - 29's,18
Path 160 {73},3,20,40's - 44's,31
Path 160 {80},3,9,45's - 49's,10
Path 160 {98},3,20,45's - 49's,7
Path 161 {0},3,20,10's - 14's,3
Path 161 {1},3,20,15's - 19's,262
Path 161 {3},3,20,30's - 34's,76
Path 161 {4},3,20,20's - 24's,58
Path 161 {4},3,9,25's - 29's,70
Path 161 {4},3,12,35's - 39's,21
Path 161 {6},3,20,35's - 39's,20
Path 161 {7},3,20,25's - 29's,77
Path 161 {10},3,9,45's - 49's,17
Path 161 {20},3,9,40's - 44's,26
Path 161 {28},3,9,30's - 34's,55
Path 161 {53},3,12,40's - 44's,18
Path 161 {57},3,12,30's - 34's,43
Path 161 {62},3,9,35's - 39's,14
Path 161 {65},3,20,45's - 49's,13
Path 161 {79},3,20,40's - 44's,27
Path 161 {87},3,9,20's - 24's,21
Path 161 {240},3,12,45's - 49's,2
Path 161 {396},3,12,25's - 29's,5
Path 162 {0},3,20,15's - 19's,90
Path 162 {3},3,20,30's - 34's,78
Path 162 {4},3,20,20's - 24's,112
Path 162 {4},3,12,30's - 34's,23
Path 162 {4},3,9,40's - 44's,41
Path 162 {6},3,20,40's - 44's,17
Path 162 {8},3,20,25's - 29's,112
Path 162 {28},3,12,35's - 39's,34
Path 162 {53},3,12,40's - 44's,17
Path 162 {57},3,9,35's - 39's,38
Path 162 {84},3,20,45's - 49's,9
Path 162 {96},3,20,35's - 39's,19
Path 162 {136},3,9,30's - 34's,4
Path 162 {175},3,12,45's - 49's,4
Path 162 {196},3,12,25's - 29's,18
Path 162 {286},3,9,45's - 49's,5
Path 163 {4},3,20,25's - 29's,67
Path 163 {4},3,12,40's - 44's,23
Path 163 {4},3,9,45's - 49's,4
Path 163 {8},3,20,30's - 34's,56
Path 163 {24},3,20,35's - 39's,31
Path 163 {88},3,20,45's - 49's,4
Path 163 {136},3,20,20's - 24's,23
Path 163 {136},3,12,35's - 39's,12
Path 163 {139},3,9,40's - 44's,6
Path 163 {155},3,20,40's - 44's,21
Path 163 {206},3,12,25's - 29's,1
Path 163 {206},3,9,35's - 39's,5
Path 163 {240},3,12,45's - 49's,4
Path 163 {412},3,12,30's - 34's,4
Path 164 {1},3,20,20's - 24's,100
Path 164 {3},3,20,30's - 34's,79
Path 164 {4},3,9,25's - 29's,69
Path 164 {4},3,12,30's - 34's,50
Path 164 {5},3,20,15's - 19's,207
Path 164 {6},3,20,35's - 39's,41
Path 164 {7},3,20,25's - 29's,65
Path 164 {20},3,9,40's - 44's,20
Path 164 {28},3,9,35's - 39's,31
Path 164 {34},3,9,45's - 49's,7
Path 164 {40},3,9,30's - 34's,49
Path 164 {40},3,12,40's - 44's,20
Path 164 {53},3,12,35's - 39's,12
Path 164 {65},3,20,40's - 44's,23
Path 164 {122},3,12,45's - 49's,5
Path 164 {196},3,9,20's - 24's,8
Path 164 {196},3,12,25's - 29's,5
Path 164 {502},3,20,45's - 49's,2
Path 165 {0},3,20,20's - 24's,105
Path 165 {3},3,20,30's - 34's,72
Path 165 {4},3,9,30's - 34's,47
Path 165 {4},3,12,35's - 39's,26
Path 165 {5},3,20,15's - 19's,202
Path 165 {6},3,20,35's - 39's,40
Path 165 {7},3,20,25's - 29's,69
Path 165 {20},3,9,40's - 44's,25
Path 165 {24},3,9,45's - 49's,7
Path 165 {28},3,9,35's - 39's,25
Path 165 {40},3,12,40's - 44's,20
Path 165 {57},3,9,25's - 29's,65
Path 165 {84},3,20,40's - 44's,23
